Hospital_Count,Mean_hospital_rating,Doctor_Count,Mean_doctor_rating,Dentist_Count,Mean_dentist_rating,Pharmacy_Count,Mean_pharmacy_rating,Physiotherapist_Count,Mean_physiotherapist_rating,School_Count,Mean_school_rating,University_Count,Mean_university_rating,Bookstore_Count,Mean_bookstore_rating,Museum_Count,Mean_museum_rating,Library_Count,Mean_library_rating,Bakery_Count,Mean_bakery_rating,Cafe_Count,Mean_cafe_rating,ConvenienceStore_Count,Mean_conveniencestore_rating,Food_Count,Mean_Food_rating,Supermarket_Count,Mean_supermarket_rating,MealDelivery_Count,Mean_mealdelivery_rating,Restaurant_Count,Mean_restaurant_rating,labels,Neighbourhood,Latitude,Longitude
60,4.058064516129032,60,4.3100000000000005,16,4.783333333333333,31,4.458823529411765,2,4.8,60.0,4.094285714285714,5.0,3.966666666666667,10.0,4.628571428571427,7.0,4.0,1.0,0.0,24.0,4.0625,25.0,4.105,1.0,0.0,60.0,4.130555555555556,15.0,3.7599999999999993,1.0,4.8,60.0,4.152631578947369,0,"Jamalpur, Gujarat",23.01265000000007,72.58458000000007
1,0.0,3,5.0,0,0.0,1,0.0,0,0.0,45.0,3.844827586206896,8.0,4.314285714285715,8.0,3.7285714285714286,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.117857142857143,6.0,4.4,0.0,0.0,59.0,4.195454545454546,1,Jawahar Chowk,23.089520000000054,72.58551000000007
31,3.744444444444445,9,4.666666666666667,2,5.0,21,4.178571428571429,0,0.0,58.0,4.262857142857143,12.0,3.888888888888889,49.0,4.2904761904761894,11.0,4.433333333333334,3.0,4.766666666666667,31.0,4.025,43.0,4.1,1.0,0.0,60.0,3.986363636363636,38.0,4.380952380952381,1.0,5.0,38.0,3.9793103448275855,0,Jholapur,23.027760000000054,72.60027000000008
23,4.793333333333334,15,4.845454545454545,14,4.928571428571429,23,4.229411764705882,5,4.16,60.0,4.084848484848483,10.0,3.8714285714285714,4.0,4.3,0.0,0.0,3.0,4.8,25.0,3.993749999999999,25.0,4.005555555555556,1.0,4.1,60.0,4.12972972972973,4.0,3.5666666666666664,2.0,4.3,60.0,4.113953488372093,0,Jivrajpark,23.006100000000053,72.53149000000008
48,4.0586206896551715,32,4.155555555555557,9,4.8,24,4.055555555555555,2,5.0,58.0,4.485416666666667,39.0,4.4300000000000015,11.0,4.0285714285714285,5.0,3.65,4.0,4.033333333333333,31.0,4.281481481481482,58.0,4.2745098039215685,1.0,0.0,60.0,4.282608695652174,16.0,3.855555555555555,8.0,4.25,60.0,4.1057692307692335,0,"Jodhpur, Gujarat",23.02063000000004,72.52522000000005
60,4.204,53,4.358620689655171,9,4.775,39,3.9875,1,5.0,60.0,4.2210526315789485,11.0,4.057142857142857,10.0,3.96,0.0,0.0,4.0,4.8,29.0,4.26,20.0,4.252941176470588,0.0,0.0,58.0,4.41578947368421,7.0,4.04,3.0,3.7,60.0,4.088372093023256,0,Juhapura,22.998620000000077,72.52433000000008
60,4.623529411764705,36,4.576190476190477,11,4.918181818181818,26,4.6000000000000005,3,4.800000000000002,48.0,3.8689655172413793,6.0,4.6,8.0,3.7285714285714286,0.0,0.0,2.0,5.0,6.0,4.666666666666667,13.0,4.075,1.0,5.0,60.0,3.99,7.0,4.533333333333334,0.0,0.0,60.0,4.195652173913044,2,Kabirchowk,23.09025745274659,72.58551179799491
33,4.4750000000000005,45,4.7125,12,4.8125,39,4.420833333333333,0,0.0,60.0,4.143243243243243,23.0,3.62,60.0,4.1030303030303035,17.0,3.725,7.0,4.18,38.0,4.057142857142857,60.0,4.0219512195121965,2.0,0.0,60.0,3.985,52.0,4.25625,1.0,5.0,60.0,4.10909090909091,0,Kalupur,23.02825000000007,72.59372000000008
60,4.319444444444445,60,4.312500000000002,30,4.657142857142857,55,4.413888888888888,4,4.825,60.0,4.233333333333333,41.0,4.266666666666667,18.0,4.333333333333333,6.0,4.2,14.0,4.366666666666668,23.0,4.236842105263158,53.0,4.591666666666666,0.0,0.0,60.0,4.383720930232559,11.0,4.414285714285714,2.0,3.9,60.0,4.136170212765959,0,Kalyanpura (Ahmedabad),23.04764000000005,72.56149000000005
60,4.451063829787233,60,4.651020408163264,60,4.806382978723405,60,4.121428571428572,11,4.814285714285714,60.0,4.0299999999999985,15.0,3.5,60.0,4.207692307692307,12.0,4.357142857142857,6.0,3.975,33.0,4.08695652173913,54.0,4.1157894736842096,1.0,0.0,60.0,4.045,34.0,4.2,2.0,4.1,60.0,4.191836734693877,0,"Khadia, Ahmedabad",23.020770000000034,72.59244000000007
60,4.4,43,4.390322580645162,19,4.358333333333333,55,4.441666666666666,1,0.0,58.0,4.262857142857143,12.0,3.888888888888889,49.0,4.2904761904761894,11.0,4.433333333333334,3.0,4.766666666666667,31.0,4.025,43.0,4.1,1.0,0.0,60.0,3.986363636363636,38.0,4.380952380952381,1.0,5.0,58.0,3.9734693877551015,0,Kharna,23.027760000000054,72.60027000000008
60,4.6117647058823525,40,4.44,12,4.925,27,4.6000000000000005,3,4.800000000000002,60.0,4.196969696969697,3.0,5.0,3.0,4.5,2.0,3.8,0.0,0.0,12.0,4.254545454545454,19.0,4.233333333333333,1.0,3.0,58.0,4.1641025641025635,15.0,4.3125,0.0,0.0,60.0,4.1175,2,Khodiyarnagar,23.034350000000078,72.64652000000007
60,4.331034482758621,60,4.671428571428572,15,4.654545454545455,60,3.8516129032258064,2,5.0,60.0,4.002380952380953,14.0,4.31,11.0,3.783333333333333,5.0,4.566666666666666,4.0,3.675,19.0,4.473333333333333,32.0,4.447826086956521,2.0,4.3,60.0,4.236363636363638,8.0,3.675,0.0,0.0,60.0,3.9960000000000013,0,Khokhra,23.00580959394864,72.61333409499983
53,4.340000000000002,22,4.7250000000000005,11,4.0625,29,4.2785714285714285,0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.4,0.0,0.0,60.0,4.5304347826086975,0.0,0.0,0.0,0.0,15.0,4.46,2,Lambha,22.93802000000005,72.58586000000008
60,4.1535714285714285,60,4.193103448275862,15,4.575,60,4.262962962962964,0,0.0,18.0,4.7125,5.0,4.0,0.0,0.0,2.0,5.0,1.0,4.4,4.0,3.4,30.0,4.459090909090909,0.0,0.0,60.0,4.412244897959185,4.0,4.85,0.0,0.0,60.0,4.267441860465117,2,Makarba,22.996920000000053,72.49837000000008
33,4.4750000000000005,45,4.7125,12,4.8125,39,4.420833333333333,0,0.0,60.0,4.2,23.0,4.193749999999999,8.0,3.0,5.0,4.62,2.0,2.6,0.0,0.0,7.0,4.683333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.55,40.0,3.955172413793104,2,Maninagar,23.005260000000078,72.60731000000004
60,4.233333333333333,35,4.448148148148149,26,4.769230769230768,60,4.414285714285715,3,4.85,60.0,4.4459459459459465,19.0,4.066666666666666,14.0,4.169230769230769,0.0,0.0,5.0,4.25,39.0,4.396875,51.0,4.540000000000001,0.0,0.0,60.0,4.147222222222221,9.0,3.985714285714285,2.0,4.25,60.0,4.150000000000001,0,Memnagar,23.05610000000007,72.53034000000008
60,4.105263157894736,52,4.6241379310344835,19,4.4,42,4.45,5,4.65,58.0,4.4305555555555545,58.0,4.416279069767441,50.0,3.878125,7.0,4.15,8.0,4.5600000000000005,18.0,4.071428571428571,60.0,4.209302325581397,3.0,4.5,60.0,3.910204081632654,16.0,3.77,9.0,4.0285714285714285,58.0,3.9818181818181824,0,Mithakali,23.02851000000004,72.56525000000005
3,0.0,0,0.0,0,0.0,2,3.25,0,0.0,57.0,4.629411764705883,6.0,4.300000000000002,5.0,2.5500000000000003,0.0,0.0,5.0,4.4,16.0,3.9714285714285715,35.0,4.447826086956521,0.0,0.0,60.0,4.1780487804878055,6.0,4.85,4.0,4.5,60.0,4.098181818181819,1,Motera,23.103190000000037,72.60513000000003
3,5.0,9,4.76,2,4.5,4,5.0,2,4.85,60.0,4.352272727272727,21.0,4.322222222222221,10.0,4.4,5.0,4.666666666666667,11.0,4.42,31.0,4.42,37.0,4.303846153846154,2.0,4.3,60.0,4.1179487179487175,12.0,4.366666666666666,3.0,3.9,58.0,4.090196078431372,0,Naranpura,23.055060000000022,72.55557000000005
60,4.2254901960784315,60,4.490243902439025,28,4.347619047619048,60,4.391428571428572,8,4.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,20.0,4.208333333333333,18.0,3.925,0.0,0.0,60.0,4.163829787234043,6.0,3.6,1.0,4.0,60.0,4.004761904761905,2,Naroda,23.07293000000004,72.65378000000005
60,4.4222222222222225,60,4.410638297872341,60,4.783333333333333,60,4.155555555555557,13,4.699999999999998,60.0,4.3048780487804885,10.0,5.0,10.0,4.428571428571427,3.0,4.2,7.0,4.716666666666667,25.0,4.21875,18.0,4.35,0.0,0.0,60.0,4.263888888888889,8.0,4.5,1.0,5.0,60.0,4.058695652173912,0,Nava Vadaj,23.060240000000075,72.56671000000007
60,3.967741935483872,60,4.5095238095238095,41,4.472222222222221,60,3.872413793103448,8,3.75,60.0,4.262962962962963,60.0,4.239393939393938,40.0,3.911111111111111,10.0,4.3,11.0,4.114285714285714,34.0,4.345454545454545,60.0,4.276595744680851,2.0,0.0,60.0,3.890243902439025,7.0,4.35,2.0,4.4,60.0,4.245652173913044,0,Navjivan (Neighbourhood),23.044130000000052,72.56883000000005
23,4.436842105263158,14,4.5,25,4.827777777777778,23,4.152941176470588,2,4.95,27.0,3.92,4.0,4.45,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,17.0,4.675,0.0,0.0,60.0,4.351162790697674,11.0,4.557142857142857,0.0,0.0,60.0,4.227272727272728,2,Odhav,23.02825000000007,72.67611000000005
60,4.364102564102564,60,4.4393939393939394,60,4.583333333333333,60,4.045454545454546,8,4.785714285714286,58.0,4.19375,25.0,4.3047619047619055,10.0,3.975,6.0,4.1000000000000005,2.0,0.0,13.0,3.863636363636364,28.0,4.026315789473683,0.0,0.0,60.0,4.037254901960785,8.0,4.142857142857143,1.0,4.8,60.0,4.1169811320754715,0,Paldi,23.013180000000034,72.57148000000007
60,4.170454545454546,24,4.514285714285714,15,4.736363636363637,43,4.128571428571428,5,5.0,58.0,4.262857142857143,12.0,3.888888888888889,49.0,4.2904761904761894,11.0,4.433333333333334,3.0,4.766666666666667,31.0,4.020833333333333,43.0,4.1,1.0,0.0,60.0,3.986363636363636,40.0,4.380952380952381,1.0,5.0,58.0,3.97142857142857,0,Polarpur,23.027760000000054,72.60027000000008
60,4.2926829268292686,60,4.573333333333333,46,4.852941176470587,60,4.222857142857143,5,4.74,58.0,4.012903225806451,5.0,3.85,2.0,0.0,0.0,0.0,3.0,4.5,11.0,4.1099999999999985,29.0,4.25,1.0,4.3,60.0,3.95,4.0,5.0,0.0,0.0,60.0,4.25897435897436,2,Rajpur Gomtipur,23.014650000000078,72.61543000000006
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9.0,4.3500000000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.7,4.0,4.233333333333333,0.0,0.0,60.0,4.3525,0.0,0.0,0.0,0.0,39.0,3.873076923076922,1,Ramol,22.982120000000066,72.66305000000007
60,4.1725,60,4.488235294117646,52,4.742857142857143,60,4.142307692307694,4,4.9,60.0,4.051351351351351,9.0,4.8,3.0,4.8,2.0,4.75,2.0,4.75,5.0,4.233333333333333,15.0,4.185714285714286,1.0,4.0,60.0,4.162790697674419,3.0,4.65,1.0,4.2,56.0,4.277777777777777,0,Ranip,23.075110000000052,72.57839000000007
20,3.816666666666667,15,4.136363636363637,4,4.875,19,4.042857142857144,0,0.0,45.0,3.844827586206896,8.0,4.314285714285715,8.0,3.7285714285714286,0.0,0.0,2.0,5.0,6.0,4.666666666666667,11.0,4.228571428571429,1.0,5.0,60.0,3.9317073170731702,6.0,4.4,0.0,0.0,60.0,4.193181818181818,2,Sabarmati (area),23.089520000000054,72.58551000000007
60,4.560526315789472,60,4.24423076923077,22,4.6000000000000005,60,4.2727272727272725,6,3.94,60.0,4.112500000000002,11.0,4.199999999999998,8.0,4.8,2.0,5.0,4.0,5.0,0.0,0.0,24.0,4.23076923076923,0.0,0.0,60.0,4.322222222222221,12.0,4.457142857142856,0.0,0.0,60.0,3.98,2,Saraspur,23.030640000000066,72.60914000000008
33,4.4750000000000005,45,4.7125,12,4.8125,39,4.420833333333333,0,0.0,42.0,4.02258064516129,7.0,4.18,1.0,5.0,1.0,0.0,0.0,0.0,14.0,3.9615384615384617,10.0,4.8125,2.0,4.65,60.0,4.208000000000001,2.0,4.1,1.0,2.8,43.0,4.277142857142857,2,Sardarnagar,23.081040000000034,72.62806000000006
41,3.844,13,4.75,2,5.0,24,4.15625,0,0.0,32.0,3.8789473684210516,2.0,3.9,2.0,4.3,0.0,0.0,1.0,0.0,10.0,4.0,12.0,4.369999999999999,0.0,0.0,60.0,3.9527777777777775,5.0,4.3,0.0,0.0,56.0,3.9724999999999993,2,Sarkhej,22.98058000000003,72.49398000000008
6,5.0,1,5.0,0,0.0,10,4.583333333333333,1,5.0,58.0,4.185714285714286,20.0,4.373333333333333,4.0,2.9333333333333336,8.0,4.642857142857143,7.0,3.333333333333333,21.0,4.249999999999999,25.0,3.957142857142857,0.0,0.0,60.0,4.124137931034483,3.0,4.55,2.0,3.75,60.0,4.066037735849056,0,Shahibaug,23.057470000000023,72.59548000000007
35,4.345454545454545,16,4.966666666666667,10,4.8,14,3.8615384615384616,2,5.0,60.0,4.136842105263158,18.0,4.0285714285714285,22.0,4.1647058823529415,5.0,4.5,2.0,5.0,27.0,4.0210526315789465,28.0,4.354545454545455,1.0,3.5,60.0,4.0256410256410255,24.0,4.51111111111111,0.0,0.0,60.0,4.154347826086957,0,"Shahpur, Gujarat",23.035700000000077,72.58116000000007
60,4.623529411764705,36,4.576190476190477,11,4.918181818181818,26,4.6000000000000005,3,4.800000000000002,55.0,4.322222222222223,40.0,4.532142857142857,7.0,3.85,4.0,4.85,11.0,4.0285714285714285,35.0,4.3500000000000005,32.0,4.214285714285714,0.0,0.0,60.0,3.8595744680851065,8.0,4.38,4.0,4.0,60.0,4.123529411764705,0,Shardanagar,23.010730000000024,72.55525000000007
46,4.248,18,4.681818181818182,6,4.0,34,4.022222222222221,0,0.0,58.0,4.373333333333333,4.0,4.0,6.0,2.5,1.0,0.0,1.0,2.2,7.0,4.04,19.0,4.230769230769232,0.0,0.0,60.0,4.163636363636364,18.0,4.408333333333334,0.0,0.0,60.0,4.217777777777776,2,Shastrinagar,23.011210000000066,72.63556000000004
16,4.121428571428571,12,4.3500000000000005,6,4.0,15,4.62,2,4.6,42.0,4.324999999999998,7.0,3.9,6.0,3.3,9.0,4.6625000000000005,3.0,1.0,12.0,4.283333333333332,17.0,3.718181818181818,0.0,0.0,60.0,4.045454545454546,2.0,4.0,1.0,4.2,60.0,4.035999999999999,0,Subhash Bridge,23.059423674819552,72.58678810329894
30,3.833333333333333,12,4.433333333333334,4,4.8,18,4.1,0,0.0,60.0,3.8676470588235294,9.0,4.725,6.0,3.275,2.0,3.0,1.0,4.1,22.0,3.5142857142857147,17.0,4.0,1.0,0.0,60.0,4.2703703703703715,10.0,3.125,1.0,4.0,60.0,4.058695652173912,0,Thakkar Bapanagar,23.04537000000005,72.64864000000007
60,4.225581395348839,60,4.41875,25,4.5600000000000005,49,4.336363636363637,3,4.95,46.0,4.510000000000002,14.0,4.581818181818182,1.0,5.0,1.0,5.0,4.0,4.333333333333333,12.0,3.8,60.0,4.2622641509433965,0.0,0.0,60.0,4.074358974358973,8.0,3.8,2.0,4.4,60.0,4.284782608695651,0,Thaltej,23.050110000000075,72.51108000000005
